Subject Offered Summary Key,Composite Subject Key,Term Code,Course Number,Subject Id,Subject Id Sort,Subject Title,Master Subject Id,Master Subject Id Sort,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Total Units,Lecture Units,Lab Units,Preparation Units,Subject Enrollment Number,Cluster Enrollment Number,Warehouse Load Date,Num Enrolled Students,Subject Grouping Key,Subject Summary Key
HAA.28011998SP,HAA.00001998SP,1998SP,HAA,HAA.2801,HAA.2801,Phil 243: Phil of Logic,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.28011998SP
HAA.28131998SP,HAA.00001998SP,1998SP,HAA,HAA.2813,HAA.2813,Arch of the Levant,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.28131998SP
HAA.28261998SP,HAA.00001998SP,1998SP,HAA,HAA.2826,HAA.2826,Portuguese Eb:Adv Portg II,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAA.28261998SP
HAA.28411998SP,HAA.00001998SP,1998SP,HAA,HAA.2841,HAA.2841,Math 132a:Riemannian Geometry,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.28411998SP
HST.1301998FA,HST.1301998FA,1998FA,HST,HST.130,HST.130,Intro to Neuroscience,HST.130,HST.130,M,Meeting Together,"HST.130, HST.131",H,Higher level graduate program,HST,Health Sciences & Technology,Whitaker Coll of HST;  HST,"Masland, R",RMASLHST,15,6,3,6,32,32,5/8/01 0:00,32,86CD649596380327E0440003BACE90BC,HST.1301998FA
HST.1611998FA,HST.1601998FA,1998FA,HST,HST.161,HST.161,Molecular Biology/Genetics,HST.160,HST.160,M,Meeting Together,"HST.160, HST.161",H,Higher level graduate program,HST,Health Sciences & Technology,Whitaker Coll of HST;  HST,"Tabin, C",CTABIHST,12,4,0,8,4,37,5/8/01 0:00,4,86CD649596390327E0440003BACE90BC,HST.1611998FA
HST.1751998FA,HST.1751998FA,1998FA,HST,HST.175,HST.175,Cellular& Molecular Immunology,HST.175,HST.175,M,Meeting Together,"HST.175, HST.176",H,Higher level graduate program,HST,Health Sciences & Technology,Whitaker Coll of HST;  HST,"Lichtman, A",900016943,12,4,0,8,31,31,5/8/01 0:00,31,86CD6495963A0327E0440003BACE90BC,HST.1751998FA
HST.2201998FA,HST.2201998FA,1998FA,HST,HST.220,HST.220,Intro to the Care of Patients,HST.220,HST.220,,,,H,Higher level graduate program,HST,Health Sciences & Technology,Whitaker Coll of HST;  HST,"Kettyle, W",900020062,4,2,0,2,18,,5/8/01 0:00,18,86CD6495963F0327E0440003BACE90BC,HST.2201998FA
HAS.13201998FA,HAS.00001998FA,1998FA,HAS,HAS.1320,HAS.1320,Urban Design Studio,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,21,0,21,0,0,,5/8/01 0:00,0,,HAS.13201998FA
HAS.21051998FA,HAS.00001998FA,1998FA,HAS,HAS.2105,HAS.2105,Visual Math:Studio/Seminar,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAS.21051998FA
HAS.23021998FA,HAS.00001998FA,1998FA,HAS,HAS.2302,HAS.2302,CAD Geometric Modeling,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAS.23021998FA
HAS.32111998FA,HAS.00001998FA,1998FA,HAS,HAS.3211,HAS.3211,Design Theories in Arch,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAS.32111998FA
HAS.34001998FA,HAS.00001998FA,1998FA,HAS,HAS.3400,HAS.3400,Spec Offerings Design Theory,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAS.34001998FA
HAS.340E1998FA,HAS.00001998FA,1998FA,HAS,HAS.340E,HAS.340E,Nature & the City: 19th-Cent,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAS.340E1998FA
HAS.340I1998FA,HAS.00001998FA,1998FA,HAS,HAS.340I,HAS.340I,Housing & Modernity,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAS.340I1998FA
HAS.41051998FA,HAS.00001998FA,1998FA,HAS,HAS.4105,HAS.4105,The Built N Amer Environ,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAS.41051998FA
HAS.41121998FA,HAS.00001998FA,1998FA,HAS,HAS.4112,HAS.4112,GSD 4112:Arch Hist II,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAS.41121998FA
HAS.43071998FA,HAS.00001998FA,1998FA,HAS,HAS.4307,HAS.4307,Urban Models in Europe,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,4,0,8,0,,5/8/01 0:00,0,,HAS.43071998FA
HAS.43171998FA,HAS.00001998FA,1998FA,HAS,HAS.4317,HAS.4317,Modern Gardens:1800-Now,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAS.43171998FA
HAS.45001998FA,HAS.00001998FA,1998FA,HAS,HAS.4500,HAS.4500,Prosem: History & Theory,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,1,,5/8/01 0:00,1,,HAS.45001998FA
HAS.52011998FA,HAS.00001998FA,1998FA,HAS,HAS.5201,HAS.5201,Urban Pol & Land Use,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAS.52011998FA
HAS.53041998FA,HAS.00001998FA,1998FA,HAS,HAS.5304,HAS.5304,Transportation Plng&Develpmnt,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAS.53041998FA
HAS.54001998FA,HAS.00001998FA,1998FA,HAS,HAS.5400,HAS.5400,Socioeconomic Studies,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAS.54001998FA
HAS.62031998FA,HAS.00001998FA,1998FA,HAS,HAS.6203,HAS.6203,Bldg Construction,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAS.62031998FA
HAS.63011998FA,HAS.00001998FA,1998FA,HAS,HAS.6301,HAS.6301,Landscape Ecology,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAS.63011998FA
HAS.13001998FA,HAS.00001998FA,1998FA,HAS,HAS.1300,HAS.1300,Arch Design Studio 1300,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,21,0,12,9,0,,5/8/01 0:00,0,,HAS.13001998FA
HAK.L2101998FA,HAK.00001998FA,1998FA,HAK,HAK.L210,HAK.L210,PED210:Publc Finance Open Econ,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAK.L2101998FA
HAK.L2671998FA,HAK.00001998FA,1998FA,HAK,HAK.L267,HAK.L267,PED267:Natural Resource Econ,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAK.L2671998FA
HAK.L5091998FA,HAK.00001998FA,1998FA,HAK,HAK.L509,HAK.L509,"PED509:Indigenous People,Mkts",HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.L5091998FA
HAK.N3041998FA,HAK.00001998FA,1998FA,HAK,HAK.N304,HAK.N304,Press & Economic Policy,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAK.N3041998FA
HAK.O1271998FA,HAK.00001998FA,1998FA,HAK,HAK.O127,HAK.O127,Managing Intl Institutns,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAK.O1271998FA
HAK.O4001998FA,HAK.00001998FA,1998FA,HAK,HAK.O400,HAK.O400,STM400:Fin Mgt Public&Non-Prof,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,1,,5/8/01 0:00,1,,HAK.O4001998FA
HAK.O4541998FA,HAK.00001998FA,1998FA,HAK,HAK.O454,HAK.O454,Public Entr & Privatization,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAK.O4541998FA
HAK.O5011998FA,HAK.00001998FA,1998FA,HAK,HAK.O501,HAK.O501,Strategic Human Resource Mgmnt,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.O5011998FA
HAK.P1001998FA,HAK.00001998FA,1998FA,HAK,HAK.P100,HAK.P100,NPS-100: The Nonprofit Sector,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAK.P1001998FA
HAK.Q3041998FA,HAK.00001998FA,1998FA,HAK,HAK.Q304,HAK.Q304,"Biotch,Ethics&Public Pol",HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAK.Q3041998FA
HAK.R1981998FA,HAK.00001998FA,1998FA,HAK,HAK.R198,HAK.R198,Envir Reading,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.R1981998FA
HAL.00031998FA,HAL.00001998FA,1998FA,HAL,HAL.0003,HAL.0003,Torts,HAL.0000,HAL.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAL.00031998FA
HAL.31551998FA,HAL.00001998FA,1998FA,HAL,HAL.3155,HAL.3155,Comparative Law: Russia,HAL.0000,HAL.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAL.31551998FA
HAL.35501998FA,HAL.00001998FA,1998FA,HAL,HAL.3550,HAL.3550,Environmental Law,HAL.0000,HAL.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAL.35501998FA
HAL.37401998FA,HAL.00001998FA,1998FA,HAL,HAL.3740,HAL.3740,Foreign Invest in Nat Resource,HAL.0000,HAL.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,0,,5/8/01 0:00,0,,HAL.37401998FA
HAA.76901998SP,HAA.00001998SP,1998SP,HAA,HAA.7690,HAA.7690,Spanish For Bilingual,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.76901998SP
2.551998SP,2.551998SP,1998SP,2,2.55,2.55,Advanced Heat & Mass Transfer,2.55,2.55,,,,H,Higher level graduate program,2,Mechanical Engineering,Engineering,"Mikic, Borivoje",900010507,12,3,0,9,35,,5/8/01 0:00,35,86CD649597AD0327E0440003BACE90BC,2.551998SP
2.6151998SP,2.6151998SP,1998SP,2,2.615,2.615,Internal Combustion Engines,2.615,2.615,,,,H,Higher level graduate program,2,Mechanical Engineering,Engineering,"Cheng, Wai",900028146,12,3,0,9,13,,5/8/01 0:00,13,86CD649598920327E0440003BACE90BC,2.6151998SP
2.7851998SP,2.7851998SP,1998SP,2,2.785,2.785,Mech Forces:Organ Development,2.785,2.785,J,Joint subject,"2.785, 3.97, HST.523",H,Higher level graduate program,2,Mechanical Engineering,Engineering,"Yannas, Ioannis",900004500,12,3,0,9,8,14,5/8/01 0:00,8,86CD649598980327E0440003BACE90BC,2.7851998SP
18.9011998SP,18.9011998SP,1998SP,18,18.901,18.901,Introduction to Topology,18.901,18.901,,,,H,Higher level graduate program,18,Mathematics,Science,"Lusztig, George",900009658,12,3,0,9,19,,5/8/01 0:00,19,86CD64959C580327E0440003BACE90BC,18.9011998SP
18.3141998SP,18.3141998SP,1998SP,18,18.314,18.314,Combinatorial Analysis,18.314,18.314,,,,N,Not for graduate credit,18,Mathematics,Science,"Lenart, Christian",900042549,12,3,0,9,15,,5/8/01 0:00,15,86CD64959C3F0327E0440003BACE90BC,18.3141998SP
18.3301998SP,18.3301998SP,1998SP,18,18.33,18.33,Intro to Numerical Analysis,18.33,18.33,,,,N,Not for graduate credit,18,Mathematics,Science,"Toomre, Alar",900019178,12,3,0,9,19,,5/8/01 0:00,19,86CD64959C420327E0440003BACE90BC,18.3301998SP
18.4211998SP,18.4211998SP,1998SP,18,18.421,18.421,Algorithmic Algebra&Numb Theor,18.421,18.421,,,,N,Not for graduate credit,18,Mathematics,Science,"Rogers, Hartley",900018809,12,3,0,9,6,,5/8/01 0:00,6,86CD64959C490327E0440003BACE90BC,18.4211998SP
18.7031998SP,18.7031998SP,1998SP,18,18.703,18.703,Modern Algebra,18.703,18.703,,,,N,Not for graduate credit,18,Mathematics,Science,"Peeva, Irena",IPEEV18,12,3,0,9,22,,5/8/01 0:00,22,86CD64959C510327E0440003BACE90BC,18.7031998SP
21W.7551998SP,21W.7551998SP,1998SP,21W,21W.755,21W.755,Writng & Readng Short Stories,21W.755,21W.755,,,,N,Not for graduate credit,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences","Desai, Anita",900007413,12,3,0,9,37,,5/8/01 0:00,37,86CD64959D9D0327E0440003BACE90BC,21W.7551998SP
18.7271998SP,18.7271998SP,1998SP,18,18.727,18.727,Topics in Algebraic Geometry,18.727,18.727,,,,H,Higher level graduate program,18,Mathematics,Science,"Caporaso, Lucia",900044651,12,3,0,9,8,,5/8/01 0:00,8,86CD64959C540327E0440003BACE90BC,18.7271998SP
HAA.54721998SP,HAA.00001998SP,1998SP,HAA,HAA.5472,HAA.5472,"Phys 11B:Elec, Magnetism",HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.54721998SP
HAA.55891998SP,HAA.00001998SP,1998SP,HAA,HAA.5589,HAA.5589,Portuguese 91r:Rdg &Research,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.55891998SP
HAA.56181998SP,HAA.00001998SP,1998SP,HAA,HAA.5618,HAA.5618,Theories Mind in 17th/18th C,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.56181998SP
HAA.58681998SP,HAA.00001998SP,1998SP,HAA,HAA.5868,HAA.5868,Analytic Theory Modular Form,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.58681998SP
HAA.67241998SP,HAA.00001998SP,1998SP,HAA,HAA.6724,HAA.6724,Chinese 105a:Adv Modern,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,15,0,15,0,0,,5/8/01 0:00,0,,HAA.67241998SP
HAA.68921998SP,HAA.00001998SP,1998SP,HAA,HAA.6892,HAA.6892,101B:Elem Sanskrit,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.68921998SP
HAA.69741998SP,HAA.00001998SP,1998SP,HAA,HAA.6974,HAA.6974,Cuban Revolution: 1956-71,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.69741998SP
HAA.30771998SP,HAA.00001998SP,1998SP,HAA,HAA.3077,HAA.3077,Shakespearean Tragedy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.30771998SP
HAA.30781998SP,HAA.00001998SP,1998SP,HAA,HAA.3078,HAA.3078,BPH 210:Pathophy Human Disease,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,4,0,8,0,,5/8/01 0:00,0,,HAA.30781998SP
HAA.32201998SP,HAA.00001998SP,1998SP,HAA,HAA.3220,HAA.3220,Chemistry 152:Adv Inorganic,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAA.32201998SP
HAA.32721998SP,HAA.00001998SP,1998SP,HAA,HAA.3272,HAA.3272,Foundations Welfare Econ,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.32721998SP
HAA.33391998SP,HAA.00001998SP,1998SP,HAA,HAA.3339,HAA.3339,Pol Theory and Imperialism,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.33391998SP
HAA.34441998SP,HAA.00001998SP,1998SP,HAA,HAA.3444,HAA.3444,VES 11b: Drawing the Body,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.34441998SP
HAA.16201998SP,HAA.00001998SP,1998SP,HAA,HAA.1620,HAA.1620,VES 73:Digital Media II,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.16201998SP
HAA.16771998SP,HAA.00001998SP,1998SP,HAA,HAA.1677,HAA.1677,Lit &Art A-14: Chaucer,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.16771998SP
HAA.17991998SP,HAA.00001998SP,1998SP,HAA,HAA.1799,HAA.1799,Biology 17: Evolution,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,2,,5/8/01 0:00,2,,HAA.17991998SP
HAA.18921998SP,HAA.00001998SP,1998SP,HAA,HAA.1892,HAA.1892,Econ Dev Southeast Asia,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.18921998SP
HAA.18971998SP,HAA.00001998SP,1998SP,HAA,HAA.1897,HAA.1897,Pol Theory&Public Sphere,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.18971998SP
SP.2861998SP,SP.2861998SP,1998SP,SP,SP.286, SP.286,ESG Special Topics,SP.286, SP.286,,,,N,Not for graduate credit,ESG,Experimental Studies Group,"MIT, academic",,,1,0,1,0,0,,5/8/01 0:00,0,,SP.2861998SP
SP.2871998SP,SP.2871998SP,1998SP,SP,SP.287, SP.287,ESG Special Topics,SP.287, SP.287,,,,N,Not for graduate credit,ESG,Experimental Studies Group,"MIT, academic",,,1,0,1,0,0,,5/8/01 0:00,0,,SP.2871998SP
SP.2881998SP,SP.2881998SP,1998SP,SP,SP.288, SP.288,ESG Special Topics,SP.288, SP.288,,,,N,Not for graduate credit,ESG,Experimental Studies Group,"MIT, academic",,,1,0,1,0,0,,5/8/01 0:00,0,,SP.2881998SP
2.1821998SP,2.1821998SP,1998SP,2,2.182,2.182,Human Supervisory Control,2.182,2.182,J,Joint subject,"2.182, 16.422",H,Higher level graduate program,2,Mechanical Engineering,Engineering,"Sheridan, Thomas",900023474,12,3,1,8,6,9,5/8/01 0:00,6,86CD6495988F0327E0440003BACE90BC,2.1821998SP
2.291998SP,10.5711998SP,1998SP,2,2.29,2.29,Air Pollution Control,10.571,10.571,J,Joint subject,"2.29, 10.571",H,Higher level graduate program,2,Mechanical Engineering,Engineering,"Mc Rae, Gregory",900028593,12,3,0,9,3,16,5/8/01 0:00,3,86CD64959A3C0327E0440003BACE90BC,2.291998SP
2.3021998SP,2.3021998SP,1998SP,2,2.302,2.302,Physics: Deformation of Solids,2.302,2.302,,,,H,Higher level graduate program,2,Mechanical Engineering,Engineering,"Argon, Ali",900023760,12,3,0,9,8,,5/8/01 0:00,8,86CD649598910327E0440003BACE90BC,2.3021998SP
2.541998SP,2.541998SP,1998SP,2,2.54,2.54,Heat Transfer,2.54,2.54,,,,G,Graduate program,2,Mechanical Engineering,Engineering,"Lienhard, John",900025588,6,3,0,3,1,,5/8/01 0:00,1,86CD649597AC0327E0440003BACE90BC,2.541998SP
2.7921998SP,6.0221998SP,1998SP,2,2.792,2.792,Quant Phys:Organ Transport Sys,6.022,6.022,M,Meeting Together,"2.792, 2.796, 6.022, 6.522, HST.542",N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Mark, Roger",900008243,12,4,2,6,2,12,5/8/01 0:00,2,86CD649599710327E0440003BACE90BC,2.7921998SP
2.7951998SP,6.5611998SP,1998SP,2,2.795,2.795,"Fields, Forces, and Flows",6.561,6.561,J,Joint subject,"2.795, 6.561, HST.544",H,Higher level graduate program,2,Mechanical Engineering,Engineering,"Grodzinsky, Alan",900016261,12,3,0,9,2,17,5/8/01 0:00,2,86CD6495999C0327E0440003BACE90BC,2.7951998SP
21W.URG1998SP,21W.URG1998SP,1998SP,21W,21W.URG,21W.URG,Undergraduate Research,21W.URG,21W.URG,,,,N,Not for graduate credit,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,1,0,1,0,1,,5/8/01 0:00,1,86CD64959DAE0327E0440003BACE90BC,21W.URG1998SP
18.4051998SP,18.4051998SP,1998SP,18,18.405,18.405,Advanced Complexity Theory,18.405,18.405,J,Joint subject,"6.841, 18.405",H,Higher level graduate program,18,Mathematics,Science,"Spielman, Daniel",900042551,12,3,0,9,3,14,5/8/01 0:00,3,86CD64959C460327E0440003BACE90BC,18.4051998SP
18.4651998SP,18.4651998SP,1998SP,18,18.465,18.465,Topics in Statistics,18.465,18.465,,,,H,Higher level graduate program,18,Mathematics,Science,"Genton, Marc",900044627,12,3,0,9,3,,5/8/01 0:00,3,86CD64959C4D0327E0440003BACE90BC,18.4651998SP
18.3111998SP,18.3111998SP,1998SP,18,18.311,18.311,Principles of Applied Math,18.311,18.311,,,,N,Not for graduate credit,18,Mathematics,Science,"Rosales, Rodolfo",900028444,12,3,0,9,21,,5/8/01 0:00,21,86CD64959C3D0327E0440003BACE90BC,18.3111998SP
12.1151998JA,12.1151998JA,1998JA,12,12.115,12.115,Field Geology II,12.115,12.115,,,,N,Not for graduate credit,12,"Earth, Atmos & Planetary Sci",Science,,,18,0,18,0,0,,5/8/01 0:00,0,86CD649597270327E0440003BACE90BC,12.1151998JA
14.101998JA,14.101998JA,1998JA,14,14.1,14.1,Reading Sem: Economics,14.1,14.1,,,,N,Not for graduate credit,14,Economics,"Hum, Arts & Social Sciences","Costa, Dora",900027976,1,0,1,0,0,,5/8/01 0:00,0,86CD649596E90327E0440003BACE90BC,14.101998JA
14.7311998JA,14.7311998JA,1998JA,14,14.731,14.731,Economic History,14.731,14.731,,,,H,Higher level graduate program,14,Economics,"Hum, Arts & Social Sciences","Temin, Peter",900020701,12,3,0,9,25,,5/8/01 0:00,25,86CD649597400327E0440003BACE90BC,14.7311998JA
17.THG1998JA,17.THG1998JA,1998JA,17,17.THG, 17.THG,Thesis,17.THG, 17.THG,,,,H,Higher level graduate program,17,Political Science,"Hum, Arts & Social Sciences","Cohen, Joshua",900016507,1,0,1,0,6,,5/8/01 0:00,6,86CD6495975E0327E0440003BACE90BC,17.THG1998JA
