Subject Offered Summary Key,Composite Subject Key,Term Code,Course Number,Subject Id,Subject Id Sort,Subject Title,Master Subject Id,Master Subject Id Sort,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Total Units,Lecture Units,Lab Units,Preparation Units,Subject Enrollment Number,Cluster Enrollment Number,Warehouse Load Date,Num Enrolled Students,Subject Grouping Key,Subject Summary Key
HAA.77101998FA,HAA.00001998FA,1998FA,HAA,HAA.7710,HAA.7710,Modal Counterpoint,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.77101998FA
HAA.77521998FA,HAA.00001998FA,1998FA,HAA,HAA.7752,HAA.7752,Bio 118:Biological Oceanogrphy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.77521998FA
HAA.77621998FA,HAA.00001998FA,1998FA,HAA,HAA.7762,HAA.7762,20th C Post-Realist Novel,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.77621998FA
HAA.78421998FA,HAA.00001998FA,1998FA,HAA,HAA.7842,HAA.7842,Hist 1218:End of Antiquity,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.78421998FA
HAA.79091998FA,HAA.00001998FA,1998FA,HAA,HAA.7909,HAA.7909,French 37:Les regions de Franc,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.79091998FA
HAA.79501998FA,HAA.00001998FA,1998FA,HAA,HAA.7950,HAA.7950,WS 122: Gender &Psychoanalysis,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.79501998FA
HAA.79891998FA,HAA.00001998FA,1998FA,HAA,HAA.7989,HAA.7989,Hist 1211a:Byzantine 330-900,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.79891998FA
HAA.80141998FA,HAA.00001998FA,1998FA,HAA,HAA.8014,HAA.8014,Slavic A: Elem Russian,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,15,0,15,0,2,,5/8/01 0:00,2,,HAA.80141998FA
HAA.80501998FA,HAA.00001998FA,1998FA,HAA,HAA.8050,HAA.8050,Physics 253a:Quantum Field,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,3,,5/8/01 0:00,3,,HAA.80501998FA
HAA.81101998FA,HAA.00001998FA,1998FA,HAA,HAA.8110,HAA.8110,Econ 1420:Amer Economic Policy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.81101998FA
HAA.81271998FA,HAA.00001998FA,1998FA,HAA,HAA.8127,HAA.8127,Mod Hebrew 130b:Advanced,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.81271998FA
HAA.81461998FA,HAA.00001998FA,1998FA,HAA,HAA.8146,HAA.8146,Italy Since 1796,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.81461998FA
HAL.90271998FA,HAL.00001998FA,1998FA,HAL,HAL.9027,HAL.9027,Law & Economics,HAL.0000,HAL.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAL.90271998FA
HAL.93351998FA,HAL.00001998FA,1998FA,HAL,HAL.9335,HAL.9335,Envirnmnt Enforcmnt&Compliance,HAL.0000,HAL.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,0,,5/8/01 0:00,0,,HAL.93351998FA
HAL.98201998FA,HAL.00001998FA,1998FA,HAL,HAL.9820,HAL.9820,Property Law: Perspective,HAL.0000,HAL.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAL.98201998FA
HAM.C7041998FA,HAM.00001998FA,1998FA,HAM,HAM.C704,HAM.C704,CB704:Biology of Cancer Cell,HAM.0000,HAM.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAM.C7041998FA
HAM.G7181998FA,HAM.00001998FA,1998FA,HAM,HAM.G718,HAM.G718,Mol Bio Eukaryotic Cells,HAM.0000,HAM.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAM.G7181998FA
HAM.P7141998FA,HAM.00001998FA,1998FA,HAM,HAM.P714,HAM.P714,Med Hypnosis &Behavior Theory,HAM.0000,HAM.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,3,0,3,0,0,,5/8/01 0:00,0,,HAM.P7141998FA
HAP.E2851998FA,HAP.00001998FA,1998FA,HAP,HAP.E285,HAP.E285,Seminar on Risk Analysis,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,3,0,3,0,,5/8/01 0:00,0,,HAP.E2851998FA
HAP.H2191998FA,HAP.00001998FA,1998FA,HAP,HAP.H219,HAP.H219,HPM219:Fin Transactns&Analysis,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,1,,5/8/01 0:00,1,,HAP.H2191998FA
HAP.H2351998FA,HAP.00001998FA,1998FA,HAP,HAP.H235,HAP.H235,Polcy Issues Mangd Health Care,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,1,,5/8/01 0:00,1,,HAP.H2351998FA
HAP.H2411998FA,HAP.00001998FA,1998FA,HAP,HAP.H241,HAP.H241,Health Care in the US,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAP.H2411998FA
HAP.H2551998FA,HAP.00001998FA,1998FA,HAP,HAP.H255,HAP.H255,Reimbursement Systems,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAP.H2551998FA
HAP.I2401998FA,HAP.00001998FA,1998FA,HAP,HAP.I240,HAP.I240,ID240c:Princ of Injury Control,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,0,,5/8/01 0:00,0,,HAP.I2401998FA
HAP.K2061998FA,HAP.00001998FA,1998FA,HAP,HAP.K206,HAP.K206,Matrnl/Chld Hlth Dev Cou,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAP.K2061998FA
HAP.O2351998FA,HAP.00001998FA,1998FA,HAP,HAP.O235,HAP.O235,Regression/Analysis of Varianc,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAP.O2351998FA
HAP.P2011998FA,HAP.00001998FA,1998FA,HAP,HAP.P201,HAP.P201,EPI201:Prncpal of Epidemiology,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,1,,5/8/01 0:00,1,,HAP.P2011998FA
HAP.P2321998FA,HAP.00001998FA,1998FA,HAP,HAP.P232,HAP.P232,EPI232:Dist Infectious Disease,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,0,,5/8/01 0:00,0,,HAP.P2321998FA
21F.4031998FA,21F.4031998FA,1998FA,21F,21F.403,21F.403,German III,21F.403,21F.403,,,,N,Not for graduate credit,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Totten, Monika",900005143,12,4,0,8,18,,5/8/01 0:00,18,86CD649595970327E0440003BACE90BC,21F.4031998FA
HAA.41531998FA,HAA.00001998FA,1998FA,HAA,HAA.4153,HAA.4153,VES 20ar:Fundamentals Painting,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,2,,5/8/01 0:00,2,,HAA.41531998FA
SP.4431998FA,21W.7661998FA,1998FA,SP,SP.443, SP.443,Writing by US Women of Color,21W.766,21W.766,J,Joint subject,"21W.766, SP.443",N,Not for graduate credit,WMN,Women's Studies,"MIT, academic",,,12,3,0,9,1,11,5/8/01 0:00,1,86CD649596210327E0440003BACE90BC,SP.4431998FA
21A.1001998FA,21A.1001998FA,1998FA,21A,21A.100,21A.100,Intro to Anthropology,21A.100,21A.100,,,,N,Not for graduate credit,21A,Anthropology,"Hum, Arts & Social Sciences","Diskin, M",MDISK21A,12,3,0,9,83,,5/8/01 0:00,83,86CD6495956E0327E0440003BACE90BC,21A.1001998FA
21A.THT1998FA,21A.THT1998FA,1998FA,21A,21A.THT,21A.THT,Anthropology Pre-Thesis Tutor,21A.THT,21A.THT,,,,N,Not for graduate credit,21A,Anthropology,"Hum, Arts & Social Sciences",,,6,1,0,5,1,,5/8/01 0:00,1,86CD649595780327E0440003BACE90BC,21A.THT1998FA
21F.0101998FA,21F.0101998FA,1998FA,21F,21F.010,21F.010,Europ & Latin American Fiction,21F.010,21F.010,,,,N,Not for graduate credit,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Resnick, Margery",900016631,12,3,0,9,9,,5/8/01 0:00,9,86CD6495957B0327E0440003BACE90BC,21F.0101998FA
21F.0441998FA,21F.0441998FA,1998FA,21F,21F.044,21F.044,"Chinese Lit:Mod,Tradtn,PostMod",21F.044,21F.044,,,,N,Not for graduate credit,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,12,3,0,9,4,,5/8/01 0:00,4,86CD6495957E0327E0440003BACE90BC,21F.0441998FA
21H.3011998FA,21H.3011998FA,1998FA,21H,21H.301,21H.301,The Ancient World: Greece,21H.301,21H.301,,,,N,Not for graduate credit,21H,History,"Hum, Arts & Social Sciences","Lendon, Jon",900015883,12,3,0,9,57,,5/8/01 0:00,57,86CD649595B00327E0440003BACE90BC,21H.3011998FA
21H.2311998FA,11.0131998FA,1998FA,21H,21H.231,21H.231,American Urban History I,11.013,11.013,J,Joint subject,"11.013, 21H.231",N,Not for graduate credit,21H,History,"Hum, Arts & Social Sciences","Fogelson, Robert",900016394,9,3,0,6,5,26,5/8/01 0:00,5,86CD649592E00327E0440003BACE90BC,21H.2311998FA
21H.4331998FA,21H.4331998FA,1998FA,21H,21H.433,21H.433,Age of Reason: Europe,21H.433,21H.433,,,,N,Not for graduate credit,21H,History,"Hum, Arts & Social Sciences","Mazlish, Bruce",900018907,12,3,0,9,26,,5/8/01 0:00,26,86CD649595B40327E0440003BACE90BC,21H.4331998FA
21H.5601998FA,21H.5601998FA,1998FA,21H,21H.560,21H.560,Chinese East Asia,21H.560,21H.560,,,,N,Not for graduate credit,21H,History,"Hum, Arts & Social Sciences","Perdue, Peter",900016896,9,2,0,7,7,,5/8/01 0:00,7,86CD649595BB0327E0440003BACE90BC,21H.5601998FA
21H.S641998FA,21H.S641998FA,1998FA,21H,21H.S64,21H.S64,Conflict & Peace,21H.S64,21H.S64,,,,N,Not for graduate credit,21H,History,"Hum, Arts & Social Sciences","Khoury, Philip",900021504,6,2,0,4,5,,5/8/01 0:00,5,86CD649595C50327E0440003BACE90BC,21H.S641998FA
21L.0011998FA,21L.0011998FA,1998FA,21L,21L.001,21L.001,Foundations of Western Cult I,21L.001,21L.001,,,,N,Not for graduate credit,21L,Literature,"Hum, Arts & Social Sciences","Kibel, Alvin",900017397,12,3,0,9,28,,5/8/01 0:00,28,86CD649595C80327E0440003BACE90BC,21L.0011998FA
2.9901998SP,2.9901998SP,1998SP,2,2.99,2.99,Adv Top:Fluid &Thermal Science,2.99,2.99,,,,H,Higher level graduate program,2,Mechanical Engineering,Engineering,"Hochgreb, Simone",900019678,6,2,0,4,8,,5/8/01 0:00,8,86CD649598A10327E0440003BACE90BC,2.9901998SP
2.9941998SP,2.9941998SP,1998SP,2,2.994,2.994,Special Topics in Mech Eng,2.994,2.994,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Griffith, Peter",900015484,1,0,1,0,0,,5/8/01 0:00,0,86CD649598A30327E0440003BACE90BC,2.9941998SP
2.9991998SP,2.9991998SP,1998SP,2,2.999,2.999,Engineer's Degree Thesis Prop,2.999,2.999,,,,H,Higher level graduate program,2,Mechanical Engineering,Engineering,"Sonin, Ain",900004580,1,0,1,0,2,,5/8/01 0:00,2,86CD649598A80327E0440003BACE90BC,2.9991998SP
2.THU1998SP,2.THU1998SP,1998SP,2,2.THU,  2.THU,Undergrad Ind Study or Thesis,2.THU,  2.THU,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Rowell, Derek",900012933,1,0,1,0,111,,5/8/01 0:00,111,86CD649598AB0327E0440003BACE90BC,2.THU1998SP
3.011998SP,3.011998SP,1998SP,3,3.01,3.01,Physical Chemistry: Materials,3.01,3.01,,,,N,Not for graduate credit,3,Materials Science and Eng,Engineering,"Ragone, David",900017992,12,4,0,8,47,,5/8/01 0:00,47,86CD649597B30327E0440003BACE90BC,3.011998SP
HAA.64061998FA,HAA.00001998FA,1998FA,HAA,HAA.6406,HAA.6406,English Cvr. Fiction Writing,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.64061998FA
HAB.14401998FA,HAB.00001998FA,1998FA,HAB,HAB.1440,HAB.1440,Financial Risk Management,HAB.0000,HAB.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAB.14401998FA
HAA.35981998SP,HAA.00001998SP,1998SP,HAA,HAA.3598,HAA.3598,Princ Atmosp Chem Measurmnts,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.35981998SP
HAA.36101998SP,HAA.00001998SP,1998SP,HAA,HAA.3610,HAA.3610,Phys 295:Quantum Theory Solids,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.36101998SP
HAA.36201998SP,HAA.00001998SP,1998SP,HAA,HAA.3620,HAA.3620,Phy 283:Weak Interaction,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAA.36201998SP
HAA.36221998SP,HAA.00001998SP,1998SP,HAA,HAA.3622,HAA.3622,Scand 200a: Intro to Old Norse,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.36221998SP
HAA.36421998SP,HAA.00001998SP,1998SP,HAA,HAA.3642,HAA.3642,Gov 1982:Chinese Foreign Plcy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.36421998SP
HAA.36871998SP,HAA.00001998SP,1998SP,HAA,HAA.3687,HAA.3687,FA 140r: Byzantine Art,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.36871998SP
HAA.36881998SP,HAA.00001998SP,1998SP,HAA,HAA.3688,HAA.3688,Japanese 104a: Adv Modern Jpn,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,15,0,15,0,0,,5/8/01 0:00,0,,HAA.36881998SP
HAA.37001998SP,HAA.00001998SP,1998SP,HAA,HAA.3700,HAA.3700,Negotiation&Dispute Resolution,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.37001998SP
HAA.37021998SP,HAA.00001998SP,1998SP,HAA,HAA.3702,HAA.3702,19th Cent Music: Seminar,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.37021998SP
HAA.37051998SP,HAA.00001998SP,1998SP,HAA,HAA.3705,HAA.3705,Phil 147: Ontology:Proseminar,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.37051998SP
HAA.37121998SP,HAA.00001998SP,1998SP,HAA,HAA.3712,HAA.3712,Persian 120b:Interm Persian II,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.37121998SP
HAA.37281998SP,HAA.00001998SP,1998SP,HAA,HAA.3728,HAA.3728,Philosophy 139:Phenomenology,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.37281998SP
HAA.37331998SP,HAA.00001998SP,1998SP,HAA,HAA.3733,HAA.3733,Kinetics Condensed Phase Proc,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.37331998SP
HAA.37511998SP,HAA.00001998SP,1998SP,HAA,HAA.3751,HAA.3751,Thai 102b: Intermediate Thai,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAA.37511998SP
HAA.37601998SP,HAA.00001998SP,1998SP,HAA,HAA.3760,HAA.3760,Charlemagne &Carolingian,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.37601998SP
HAA.37621998SP,HAA.00001998SP,1998SP,HAA,HAA.3762,HAA.3762,Ottoman Social &Cult History,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.37621998SP
HAA.37661998SP,HAA.00001998SP,1998SP,HAA,HAA.3766,HAA.3766,Econ 2610:Industrial Orgnztn I,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.37661998SP
HAA.37801998SP,HAA.00001998SP,1998SP,HAA,HAA.3780,HAA.3780,Hist Biological Systmtcs,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.37801998SP
HAA.37811998SP,HAA.00001998SP,1998SP,HAA,HAA.3781,HAA.3781,Social Psych of Language,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.37811998SP
HAA.38391998SP,HAA.00001998SP,1998SP,HAA,HAA.3839,HAA.3839,Soc 255:Social Stratification,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.38391998SP
HAA.38431998SP,HAA.00001998SP,1998SP,HAA,HAA.3843,HAA.3843,English 192m: Modernism,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.38431998SP
HAA.38451998SP,HAA.00001998SP,1998SP,HAA,HAA.3845,HAA.3845,Feminist Literary Crit,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.38451998SP
HAA.38561998SP,HAA.00001998SP,1998SP,HAA,HAA.3856,HAA.3856,Math 204: Random Walks,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAA.38561998SP
HAA.38651998SP,HAA.00001998SP,1998SP,HAA,HAA.3865,HAA.3865,Econ 1470: Privatization,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.38651998SP
HAA.38941998SP,HAA.00001998SP,1998SP,HAA,HAA.3894,HAA.3894,VES 122r:Landscape Space,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.38941998SP
HAA.38951998SP,HAA.00001998SP,1998SP,HAA,HAA.3895,HAA.3895,Ling 119:Topics Logical Form,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.38951998SP
HAA.39001998SP,HAA.00001998SP,1998SP,HAA,HAA.3900,HAA.3900,Adv Conv Chinese,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.39001998SP
HAA.39151998SP,HAA.00001998SP,1998SP,HAA,HAA.3915,HAA.3915,LitA C-14:Hero in Greek Cvlztn,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.39151998SP
HAA.39501998SP,HAA.00001998SP,1998SP,HAA,HAA.3950,HAA.3950,Topic Modrn British Hist,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.39501998SP
HAA.39601998SP,HAA.00001998SP,1998SP,HAA,HAA.3960,HAA.3960,Medieval Welsh,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.39601998SP
HAA.39801998SP,HAA.00001998SP,1998SP,HAA,HAA.3980,HAA.3980,VES144:Photo as Soc Descriptn,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.39801998SP
HAA.40041998SP,HAA.00001998SP,1998SP,HAA,HAA.4004,HAA.4004,EPS 201:Phys Earth's Interior,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.40041998SP
HAA.40151998SP,HAA.00001998SP,1998SP,HAA,HAA.4015,HAA.4015,Ital Ax:Reading Italian,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.40151998SP
HAA.40401998SP,HAA.00001998SP,1998SP,HAA,HAA.4040,HAA.4040,Org in Theory & Practice,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.40401998SP
HAA.40511998SP,HAA.00001998SP,1998SP,HAA,HAA.4051,HAA.4051,Econ 1399:Economic Develpmnt,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,2,,5/8/01 0:00,2,,HAA.40511998SP
HAA.40581998SP,HAA.00001998SP,1998SP,HAA,HAA.4058,HAA.4058,Econ 2020b:Microecon Theory II,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,2,,5/8/01 0:00,2,,HAA.40581998SP
HAA.40741998SP,HAA.00001998SP,1998SP,HAA,HAA.4074,HAA.4074,Domestic Life in Lit,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.40741998SP
